dokumen,unesco,gempa,menteri,rusak,longsor,banjir,perintah,ekonomi,pemprov,presiden,camat,korban,preman,polisi,pemkab,bupati,gubernur,infrastruktur,kerjasama,perda,kabupaten,macet,sampah,tsunami,kampanye,label
47,0.0,0.0,0.3317261615494381,0.0,0.0,0.11733664713790198,0.052179440396834094,0.13122082481639094,0.0,0.0,0.0,0.0,0.0,0.0,0.1890364785092166,0.7379507525766485,0.3967741946055132,0.17188471145520473,0.0,0.0,0.29827511988764843,0.0,0.0,0.0,0.0,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.13549048741313394,0.0,0.0,0.0,0.5255595441652546,0.0,0.0,0.0,0.2454285099388512,0.2129091168498822,0.0,0.0,0.0,0.0,0.7745089075206041,0.0,0.0,0.0,0.0,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.2773569391421844,0.8718713262828324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21791869707018532,0.0,0.0,0.0,0.0,0.33974249098799275,0.0,0.0,0.0,0.0,0
50,0.946940260453499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3214096189168264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
51,0.946940260453499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3214096189168264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
52,0.7620563710247722,0.0,0.545048363634845,0.0,0.0,0.0,0.2286248671360845,0.0,0.0,0.26442964812316416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53,0.9140515002145264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3102465452399372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2612602842420895,0.0,0.0,0.0,0.0,0
54,0.2307978622116712,0.0,0.0,0.0,0.0,0.0,0.24234618863388704,0.1523630117618931,0.1971652352543948,0.0,0.0,0.0,0.0,0.0,0.0,0.1904108324470244,0.7371233810070562,0.0,0.4863263700875178,0.0,0.09895227195032648,0.0,0.0,0.0,0.0,0
55,0.26575571204393184,0.0,0.0,0.2454566832446511,0.0,0.0,0.4185798124667906,0.7017628376956823,0.0,0.0,0.1353038502536103,0.0,0.0,0.0,0.0,0.0,0.0,0.2298078506900242,0.2799939512650591,0.0,0.2278801999162883,0.0,0.0,0.0,0.0,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4498787804213968,0.0,0.0,0.6939134176815419,0.0,0.0,0.0,0.0,0.5622217104382207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
57,0.09413529471042313,0.0,0.0,0.0,0.0,0.0,0.09884549913237932,0.16571773386727293,0.1072234514333024,0.0,0.0,0.0,0.0,0.0,0.0,0.20710047203722876,0.4008663745501758,0.0,0.8595489642670938,0.0,0.0,0.0,0.0,0.0,0.0,0
58,0.0,0.5906072208788903,0.12171951630035345,0.0,0.0,0.0,0.03829216373083208,0.0,0.0,0.17715629114293086,0.0,0.17221626256091555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03127011504013312,0.0,0.0,0.7568887418356415,0.0,0
59,0.0,0.9676200887589208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11829945133074983,0.0,0.0,0.0,0.0,0.12295518410604687,0.0,0.0,0.18600705993716926,0.0,1
60,0.0,0.0,0.0,0.0,0.0,0.0,0.6517913278039321,0.1639124432767814,0.0,0.0,0.0,0.0,0.0,0.0,0.4722639276843509,0.2048443674868575,0.0,0.0,0.0,0.0,0.5322652944309655,0.0,0.0,0.0,0.0,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1283026990872664,0.9917350540375804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.2773569391421844,0.8718713262828324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21791869707018532,0.0,0.0,0.0,0.0,0.33974249098799275,0.0,0.0,0.0,0.0,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.18459328713084586,0.4642150856479508,0.0,0.0,0.358013192264334,0.0,0.0,0.0,0.6687473972559694,0.2900690261716142,0.0,0.0,0.0,0.0,0.30148483458876324,0.0,0.0,0.0,0.0,0
64,0.14355592630912578,0.0,0.0,0.0,0.0,0.0,0.4522169043955445,0.5686173973830001,0.4905459298742158,0.0,0.0,0.0,0.0,0.0,0.2730497250741549,0.0,0.0,0.0,0.0,0.0,0.36928899403393106,0.0,0.0,0.0,0.0,0
65,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
66,0.2429630488679604,0.6558163439934596,0.0,0.0,0.0,0.0,0.382680118705026,0.16039395476905965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5819824618124549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.1488011893195262,0.0,0.0,0.08605241989850965,0.0,0.0,0.7422434134684198,0.6433934011894955,0.0,0.0,0.0,0.0,0.07465141361867475,0.0,0.0,0.0,0.0,0.0,0.0,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.15348383247928946,0.0,0.0,0.0,0.0,0.17257063467940076,0.21874318968362025,0.9480577546652176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
69,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
70,0.13179698119584587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2251821793692847,0.0,0.4026097246328101,0.0,0.0,0.0,0.2506836910629275,0.2174679840014288,0.2104669329573464,0.0,0.0,0.3944679983942762,0.6780796286698314,0.0,0.0,0.0,0.0,0
71,0.0,0.0,0.0,0.0,0.8570041066401691,0.0,0.0,0.515309578022654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
72,0.3784358979253364,0.0,0.0,0.3495300989433067,0.0,0.0,0.19868576040001595,0.7494822432173049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3272461752836922,0.0,0.0,0.16225060114694695,0.0,0.0,0.0,0.0,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3756528274346798,0.871099547629726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3163392662310791,0.0,0.0,0.0,0.0,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
76,0.0,0.0,0.3057517299432295,0.0,0.0,0.0,0.0,0.0,0.9390614354139892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1570971042220078,0.0,0.0,0.0,0.0,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
78,0.4122996678138344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8396543138726505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3535387066724806,0.0,0.0,0.0,0.0,1
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80,0.2720583413457764,0.0,0.0,0.2512779033127096,0.0,0.0,0.28567119937505137,0.7184057575779659,0.23241310105881866,0.0,0.13851269948097827,0.0,0.0,0.0,0.0,0.0,0.0,0.2352579449981136,0.2866342528714106,0.0,0.23328457829918894,0.0,0.0,0.0,0.0,0
81,0.09919369742068204,0.0,0.0,0.0,0.0,0.0,0.31247102043378056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5660124072791629,0.0,0.0,0.17155221410612795,0.0,0.0,0.3402264346427165,0.6534280661195413,0.0,0.0,0.0,0
82,0.8324579871373193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4238282216693433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3569080248017474,0.0,0.0,0.0,0.0,1
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7649111548483346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6441357971643767,0.0,0.0,0.0,0.0,1
84,0.2549139408070649,0.0,0.0,0.23544303127897406,0.0,0.0,0.26766895235614724,0.6731337177783144,0.0,0.30958840029812607,0.1297839937634723,0.0,0.0,0.0,0.0,0.0,0.0,0.4408652171367938,0.0,0.0,0.2185835982443909,0.0,0.0,0.0,0.0,0
85,0.057871949014403325,0.0,0.0,0.0,0.0,0.0,0.182302983286637,0.15281847698014453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14887211126548505,0.0,0.9097958885063252,0.0,0.3002857116811897,0
86,0.30488245646842216,0.0,0.5088117853317287,0.0,0.0,0.0,0.0,0.8050821416758166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
87,0.3564070419419638,0.0,0.0,0.3291838573375613,0.0,0.0,0.3742404170871259,0.7058546791081876,0.0,0.0,0.181457040608316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3056118995323103,0.0,0.0,0.0,0.0,0
88,0.0,0.0,0.3855731217397529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7057661457716888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5943294669410537,0.0,0.0,0.0,0.0,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
90,0.23768713132880925,0.0,0.0,0.0,0.0,0.0,0.24958017293951426,0.31382203317887275,0.4061011546320731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7591263635980946,0.0,0.0,0.0,0.20381195417460787,0.0,0.0,0.0,0.0,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
93,0.1113705973228436,0.0,0.0,0.0,0.0,0.0,0.0,0.14704433972847591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09549805642006534,0.9781894874847916,0.0,0.0,0.0,1
94,0.04468441162989356,0.0,0.0,0.0,0.0,0.0,0.23460132485804336,0.17699258050738892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0737302844516839,0.0,0.0,0.0,0.0,0.1915799396567358,0.0,0.9031842889148012,0.0,0.23185827634729034,0
95,0.13589143434499434,0.0,0.0,0.0,0.0,0.0,0.2853819430207539,0.5382587519062352,0.0,0.0,0.0,0.0,0.0,0.0,0.5169430443147719,0.0,0.0,0.4700394691624956,0.0,0.0,0.3495725490219683,0.0,0.0,0.0,0.0,0
96,0.26575571204393184,0.0,0.0,0.2454566832446511,0.0,0.0,0.4185798124667906,0.7017628376956823,0.0,0.0,0.1353038502536103,0.0,0.0,0.0,0.0,0.0,0.0,0.2298078506900242,0.2799939512650591,0.0,0.2278801999162883,0.0,0.0,0.0,0.0,0
97,0.7597819772088005,0.0,0.1584979785178787,0.0,0.0,0.0,0.099724854795449,0.1253940019424548,0.4867980280760818,0.0,0.09670669548267084,0.0,0.0,0.0,0.0,0.0,0.3033244407582168,0.16425222042500048,0.0,0.0,0.08143722835132927,0.0,0.0,0.0,0.0,0
98,0.7693692709409364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4381694927007893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40953591222232616,0.0,0.0,0.0,0.2199062463832536,0.0,0.0,0.0,0.0,0
99,0.7121211998169512,0.0,0.5942218900498857,0.0,0.0,0.0,0.3738766402930349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9978273084456216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0658837045115544,0.0,0.0,0.0,0.0,0
101,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
102,0.3398761942047938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2903483123526429,0.0,0.0,0.0,0.0,0.0,0.0,0.5608033666109816,0.5427491550296071,0.0,0.0,0.0,0.4371555430727993,0.0,0.0,0.0,0.0,0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
104,0.36132933482363394,0.0,0.0,0.0,0.0,0.0,0.3794090044725604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3098326670834367,0.7934063508247304,0.0,0.0,0.0,1
105,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
106,0.4122996678138344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8396543138726505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3535387066724806,0.0,0.0,0.0,0.0,1
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
108,0.1113705973228436,0.0,0.0,0.0,0.0,0.0,0.0,0.14704433972847591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09549805642006534,0.9781894874847916,0.0,0.0,0.0,1
109,0.3818469111168968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3888184143565915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8384588106327648,0.0,0.0,0.0,1
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
